Decisi%oacute%n del Comit%eacute% Mixto del EEE n%deg%%nbsp%138/2004, de 29 de octubre de 2004, por la que se modifica el Protocolo 3 del Acuerdo EEE, en relaci%oacute%n con los productos a que se refiere la letra b) del apartado 3 del art%iacute%culo 8 del Acuerdo 
Decisión del Comité Mixto del EEE 
no 138/2004 
de 29 de octubre de 2004 
por la que se modifica el Protocolo 3 del Acuerdo EEE, en relación con los productos a que se refiere la letra b) del apartado 3 del artículo 8 del Acuerdo 
EL COMITÉ MIXTO DEL EEE, 
Visto el Acuerdo sobre el Espacio Económico Europeo, adaptado por el Protocolo por el que se adapta el Acuerdo sobre el Espacio Económico Europeo, denominado en lo sucesivo "el Acuerdo", y, en particular, su artículo 98, 
Considerando lo siguiente: 
(1) En el Protocolo 3 del Acuerdo, modificado por la Decisión del Comité Mixto del EEE no 140/2001 [1], se fijan los arreglos comerciales para determinados productos agrícolas y productos agrícolas transformados entre las partes contratantes. 
(2) En el momento de la adopción de la Decisión no 140/2001, la CE y Noruega declararon conjuntamente que debe suprimirse el componente no agrícola de los derechos de aduana aplicables a los productos del cuadro I del Protocolo 3. A partir de todo ello, las conversaciones entre funcionarios de la Comisión y de Noruega concluyeron en 11 de marzo de 2004. 
(3) Como consecuencia de la adopción de la Decisión no 140/2001, se han introducido modificaciones técnicas en las nomenclaturas aduaneras. 
(4) El apartado 2 del artículo 2 del Protocolo 3 del Acuerdo especifica que el Comité Mixto del EEE puede adaptar los derechos de aduana establecidos en los anexos del cuadro I del Protocolo 3 del Acuerdo teniendo en cuenta concesiones mutuas. 
(5) Tras la celebración de las conversaciones el 11 de marzo de 2004 y las modificaciones técnicas introducidas en las nomenclaturas aduaneras, deberían modificarse los anexos I y III del cuadro I del Protocolo 3 del Acuerdo. 
DECIDE: 
Artículo 1 
El Protocolo 3 del Acuerdo se modificará como sigue: 
1) En el anexo I del cuadro I, se sustituirán los apartados 4 a 6 y 8 por los apartados 4 a 6 y 8 del anexo I de la presente Decisión. 
2) En el apéndice del anexo I del cuadro I, se sustituirá la entrada "1904 90 90" por la entrada "1904 90 80". 
3) En el anexo III del cuadro I, se sustituirán los apartados 2, 7 y 9 a 19 por los apartados 2, 7 y 9 a 11 del anexo II de la presente Decisión. 
4) En el apartado 6 del anexo III del cuadro I, se sustituirá la entrada "cereales (excepto el maíz) en grano o en forma de copos u otro grano trabajado (excepto la harina y sémola), precocidos o preparados de otro modo, no expresados ni comprendidos en otra parte" por la entrada "cereales (excepto el maíz) en grano o en forma de copos u otro grano trabajado (excepto la harina, grañones y sémola), precocidos o preparados de otro modo, no expresados ni comprendidos en otra parte". 
5) En el apéndice del anexo III del cuadro I, se sustituirá la entrada "1905.3002" por la entrada "1905.3200". 
Artículo 2 
La presente Decisión entrará en vigor el 30 de octubre de 2004, siempre que se hayan transmitido al Comité Mixto del EEE todas las notificaciones previstas en el apartado 1 del artículo 103 del Acuerdo [2]. 
Será aplicable a partir del 1 de noviembre de 2004. 
Artículo 3 
La presente Decisión se publicará en la sección EEE y en el Suplemento EEE del Diario Oficial de la Unión Europea. 
Hecho en Bruselas, el 29 de octubre de 2004. 
Por el Comité Mixto del EEE 
El Presidente 
Kjartan Jóhannsson 
[1] DO L 22 de 24.1.2002, p. 34. 
[2] No se indican preceptos constitucionales. 
-------------------------------------------------- 
ANEXO I 
de la Decisión del Comité Mixto del EEE no 138/2004 
Los siguientes apartados sustituirán a los apartados 4 a 6 y 8 en el anexo I del cuadro I del Protocolo 3: 
"4) Los derechos de aduana de los productos enumerados en el cuadro siguiente son los que se especifican. 
Código NC | Derecho aplicado | Comentarios | 
.9010 | – – Compuestos no alcohólicos (llamados "extractos concentrados") a base de productos de la partida 13.02, para la fabricación de bebidas | Cero | 
.9020 | – – Jugos de manzanas o grosellas negras a base de preparaciones, para la elaboración de bebidas– – Las demás preparaciones del tipo de las utilizadas para la preparación de bebidas: | 8,73 % | 
.9039 | – – – Excepto jarabes aromatizados o con colorantes añadidos– – Caramelos y chicles sin azúcar: | Cero | 
.9041 | – – – Caramelos– – – Chicles: | Cero | 
.9043 | – – – – Chicles que contengan nicotina | Cero | 
.9044 | – – – – Los demás– – Los demás:– – – Sucedáneos de nata: | Cero | 
.9051 | – – – – En forma de materia seca | 5,83 | 
.9052 | – – – – En forma líquida | 2,92 | 
22.02 | Agua, incluidas el agua mineral y la gaseada, con adición de azúcar u otro edulcorante o aromatizada, y las demás bebidas no alcohólicas excepto los jugos de frutas u otros frutos o de hortalizas de la partida 20.09: | | 
.1000 | – Agua, incluidas el agua mineral y la gaseada, con adición de azúcar u otro edulcorante o aromatizada– Las demás: | Cero | 
.9010 | – – Vinos no alcohólicos | Cero | 
.9020 | – – Cerveza sin alcohol (cerveza cuyo grado alcohólico volumétrico sea inferior o igual al 0,5 %) | Cero | 
.9090 | – – Las demás | Cero | 
22.03 | Cerveza de malta | Cero | 
22.05 | Vermut y demás vinos de uvas frescas preparados con plantas o sustancias aromáticas | Cero | 
22.07 | Alcohol etílico sin desnaturalizar con un grado alcohólico volumétrico superior o igual al 80 % vol; alcohol etílico y aguardiente desnaturalizados, de cualquier graduación: | | 
.2000 | – Alcohol etílico y aguardiente desnaturalizados, de cualquier graduación | Cero | 
22.08 | Alcohol etílico sin desnaturalizar con grado alcohólico volumétrico inferior al 80 % vol; aguardientes, licores y demás bebidas espirituosas: | | 
.4000 | – Ron y demás aguardientes de caña | Cero | 
.5000 | – Gin y ginebra | Cero | 
.6000 | – Vodka– Licores: | Cero | 
ex .7000 | – – Licores con un contenido de azúcar añadido superior al 5 % en peso– Los demás: | Cero | 
.9003 | – – Aquavit (alcoholes destilados aromatizados con semillas de comino) | Cero | 
22.09 | Vinagre y sucedáneos del vinagre obtenidos a partir del ácido acético | Cero | 
24.02 | Cigarros (puros), incluso despuntados, cigarritos (puritos) y cigarrillos, de tabaco o de sucedáneos del tabaco:– Cigarros (puros), incluso despuntados, cigarritos (puritos), que contengan tabaco: | | 
.1001 | – – Cigarros (puros) | Cero | 
.1009 | – – Los demás | Cero | 
.2000 | – Cigarrillos que contengan tabaco | Cero | 
.9000 | – Los demás | Cero | 
24.03 | Los demás tabacos y sucedáneos del tabaco, elaborados; tabaco "homogeneizado" o "reconstituido"; extractos y jugos de tabaco: | | 
.1000 | – Tabaco para fumar, incluso con sucedáneos de tabaco en cualquier proporción– Los demás: | Cero | 
.9100 | – – Tabaco "homogeneizado" o "reconstituido"– – Los demás: | Cero | 
.9910 | – – – Extractos y esencias del tabaco | Cero | 
.9990 | – – – Los demás | Cero | 
29.05 | Alcoholes acíclicos y sus derivados halogenados, sulfonados, nitrados o nitrosados:– Los demás polialcoholes: | | 
.4300 | – – Manitol | Cero | 
.4400 | – – D-glucitol (sorbitol) | Cero | 
33.02 | Mezclas de sustancias odoríferas y mezclas, incluidas las disoluciones alcohólicas, a base de una o varias de estas sustancias, del tipo de las utilizadas como materias básicas para la industria; las demás preparaciones a base de sustancias odoríferas, del tipo de las utilizadas para la elaboración de bebidas | | 
.1000 | – Del tipo de las utilizadas en las industrias alimentarias o de bebidas | Cero | 
35.05 | Dextrina y demás almidones y féculas modificados (por ejemplo, almidones y féculas pregelatinizados o esterificados); colas a base de almidón, fécula, dextrina o demás almidones o féculas modificados:– Dextrina y demás almidones y féculas modificados: | | 
.1001 | – – Esterificados o eterificados | 7,40 | 
.1009 | – – Los demás | 7,40 | 
.2000 | – Colas | Cero | 
38.09 | Aprestos y productos de acabado, aceleradores de tintura o de fijación de materiales colorantes y demás productos y preparaciones (por ejemplo, aprestos y mordientes), del tipo de los utilizados en la industria textil, del papel, del cuero o industrias similares, no expresados ni comprendidos en otra parte: | | 
.1000 | – A base de materias amiláceas | Cero | 
38.24 | Preparaciones aglutinantes para moldes o para núcleos de fundición; productos químicos y preparaciones de la industria química o de las industrias conexas, incluidas las mezclas de productos naturales, no expresados ni comprendidos en otra parte; productos residuales de la industria química o de las industrias conexas, no expresados ni comprendidos en otra parte: | | 
.6000 | – Sorbitol (excepto el de la subpartida 2905.44) | Cero | 
9) Los derechos de aduana para los productos clasificados con los códigos noruegos 1901.2097 y 1901.2098 (otras mezclas para la preparación de productos de panadería, pastelería o galletería de la partida 1905) y declarados sin gluten para los pacientes celiacos serán de 0,37 NOK/kg. 
10) Los derechos de aduana para los productos clasificados con el código noruego ex 2008.9903 [maíz, distinto del maíz dulce (Zea mays var. Saccharata) no destinados a la alimentación] se calcularán de acuerdo con el sistema matriz. No obstante, los derechos de aduana máximos no serán superiores a 12 NOK/kg. 
11) Los derechos de aduana para los productos clasificados con el código noruego 2106.9060 (grasas emulsionantes y productos similares con un contenido de grasas de la leche superior al 15 % en peso) se calcularán de acuerdo con el sistema matriz. No obstante, los derechos de aduana máximos no serán superiores a 7 NOK/kg.". 
[1] El elemento agrícola se basa en una composición a tanto alzado de conformidad con el Protocolo 2 del Acuerdo de libre comercio. 
[2] El régimen libre de derechos se aplicará a partir del 1 de enero de 2005. 
[3] Los derechos de aduana serán cero para las utilizaciones técnicas. 
-------------------------------------------------- 
